Type,Date,Description,Address,Latitude,Longitude
Theft,10/03/2024 9:15 AM,Larceny All Other. Event #,"200 BLOCK OF 7TH ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/03/2024 7:21 AM,ALL OTHER. Event #,"1300 BLOCK OF KEOSAUQUA WAY, Des Moines, IA",41.58588195,-93.6330320492719
Assault,10/03/2024 2:07 AM,Intimidation. Event #,"700 BLOCK OF 17TH ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/03/2024 12:42 AM,Trespass of Real Property. Event #,"1200 BLOCK OF 6TH AVE, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 8:28 PM,Trespass of Real Property. Event #,"1200 BLOCK OF PLEASANT ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 7:41 PM,Trespass of Real Property. Event #,"1000 BLOCK OF WALNUT ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 2:19 PM,All Other Offenses (Except Traffic or Warrants). Event #,"400 BLOCK OF 14TH ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 2:13 PM,All Other Offenses (Except Traffic or Warrants). Event #,"400 BLOCK OF 14TH ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 11:34 AM,Trespass of Real Property. Event #,"900 BLOCK OF UNIVERSITY CT, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/02/2024 5:34 AM,Drunkeness. Event #,"1200 BLOCK OF PLEASANT ST, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/01/2024 11:59 PM,Trespass of Real Property. Event #,"1200 BLOCK OF 6TH AVE, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/01/2024 11:45 PM,ALL OTHER. Event #,"900 BLOCK OF UNIVERSITY CT, Des Moines, IA",41.58588195,-93.6330320492719
Other,10/01/2024 8:10 PM,Drunkeness. Event #,"1200 BLOCK OF 6TH AVE, Des Moines, IA",41.58588195,-93.6330320492719
Arrest,10/02/2024 9:45 PM,Wanted Person,"2300 BLOCK OF BARKER AVE, Lawrence, KS",38.9561838,-95.2436836
Assault,10/02/2024 8:35 PM,Battery Report,"1500 BLOCK OF W 9TH ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 8:19 PM,Parking Violation,"E 10TH ST AND ALLEY, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 8:09 PM,Parking Violation,"1300 BLOCK OF OHIO ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 7:17 PM,Disturbance,"1500 BLOCK OF W 9TH ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 7:11 PM,Parking Violation,"1000 BLOCK OF ALABAMA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 6:36 PM,Threat - Criminal,"1300 BLOCK OF NEW JERSEY ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 6:09 PM,Harassment Report,"2300 BLOCK OF BARKER AVE, Lawrence, KS",38.9561838,-95.2436836
Assault,10/02/2024 5:57 PM,Battery Just Occurred,"2400 BLOCK OF OUSDAHL RD, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 5:43 PM,Disturbance,"600 BLOCK OF ILLINOIS ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 5:31 PM,Indecent Exposure,"700 BLOCK OF VERMONT ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 3:14 PM,Trespassing In Progress,"00 BLOCK OF RIVERFRONT PLZ, Lawrence, KS",38.9561838,-95.2436836
Theft,10/02/2024 2:40 PM,Theft - From Vehicle Report,"2300 BLOCK OF LOUISIANA ST, Lawrence, KS",38.9561838,-95.2436836
Theft,10/02/2024 1:50 PM,Stolen Vehicle Report,"1000 BLOCK OF EMERY RD, Lawrence, KS",38.9561838,-95.2436836
Theft,10/02/2024 1:46 PM,Forgery Report,"900 BLOCK OF IOWA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 12:46 PM,Parking Violation,"1800 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 12:43 PM,Trespassing In Progress,"1300 BLOCK OF W 6TH ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 12:25 PM,Suspicious Activity,"700 BLOCK OF VERMONT ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 11:02 AM,Suspicious Activity Just Occured,"700 BLOCK OF VERMONT ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 10:49 AM,Suspicious Act Weapons Just Occured,"E 19TH ST AND MASSACHUSETTS ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 10:18 AM,Parking Violation,"1700 BLOCK OF ILLINOIS ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 9:50 AM,Suspicious Activity,"800 BLOCK OF MISSISSIPPI ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 8:36 AM,Disturbance,"700 BLOCK OF VERMONT ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 8:22 AM,Threat - Criminal,"2400 BLOCK OF ALABAMA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 8:16 AM,Suspicious Activity Report,"1100 BLOCK OF KENTUCKY ST, Lawrence, KS",38.9561838,-95.2436836
Theft,10/02/2024 7:49 AM,Theft Report,"900 BLOCK OF MASSACHUSETTS ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 7:41 AM,Trespassing In Progress,"1100 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 4:59 AM,Trespassing In Progress,"1500 BLOCK OF W 9TH ST, Lawrence, KS",38.9561838,-95.2436836
Robbery,10/02/2024 3:53 AM,Strong Arm Robbery In Progress,"900 BLOCK OF MASSACHUSETTS ST, Lawrence, KS",38.9561838,-95.2436836
Shooting,10/02/2024 1:47 AM,Gunshots Fired/Heard,"1700 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/02/2024 12:20 AM,Parking Violation,"1000 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 11:28 PM,Suspicious Activity,"1100 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 10:16 PM,Disturbance,"2400 BLOCK OF OUSDAHL RD, Lawrence, KS",38.9561838,-95.2436836
Assault,10/01/2024 10:02 PM,Battery Just Occurred,"2400 BLOCK OF OUSDAHL RD, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 8:07 PM,Suspicious Activity,"W 19TH TER AND MAINE ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 5:52 PM,Threat - Criminal,"1200 BLOCK OF LOUISIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 5:51 PM,Harassment Report,"900 BLOCK OF MAINE ST, Lawrence, KS",38.9561838,-95.2436836
Theft,10/01/2024 4:40 PM,Theft - From Vehicle Report,"1100 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Shooting,10/01/2024 4:38 PM,Gunshots Fired/Heard,"1000 BLOCK OF INDIANA ST, Lawrence, KS",38.9561838,-95.2436836
Assault,10/01/2024 1:13 PM,Battery Just Occurred,"1800 BLOCK OF LOUISIANA ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 10:25 AM,Parking Violation,"MISSOURI ST AND W 18TH ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 9:51 AM,Parking Violation,"MISSOURI ST AND W 18TH ST, Lawrence, KS",38.9561838,-95.2436836
Other,10/01/2024 8:37 AM,Parking Violation,"400 BLOCK OF W 12TH ST, Lawrence, KS",38.9561838,-95.2436836
Arrest,07/17/2024 8:25 AM,FAILURE TO APPEAR (21-5915.a),"12700 BLOCK OF S RENE ST, Olathe, KS",38.89991505,-94.72657922045454
Arrest,04/30/2024 6:34 PM,WARRANT - LENEXA - THIS IS FROM THE LENEXA POLICE CALL LOG. INFORMATION IS SUBJECT TO CHANGE.,"12500 BLOCK OF W 119TH STREET, Lenexa, KS",38.89991505,-94.72657922045454
Vandalism,09/29/2024 6:39 PM,Property Damage. Firearm used,"4700 BLOCK OF JARBOE ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/29/2024 5:23 PM,Stolen Auto. Firearm used,"4700 BLOCK OF PENNSYLVANIA AVE, KANSAS CITY, MO",39.05627,-94.6075173
Burglary,09/29/2024 10:16 AM,Burglary (Residential). Firearm used,"4700 BLOCK OF HOLLY ST, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/29/2024 3:09 AM,Assault (Aggravated). Firearm used,"W 37TH ST AND BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/29/2024 2:30 AM,Assault (Non-Aggravated). Firearm used,"500 BLOCK OF WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/29/2024 1:20 AM,Assault (Non-Aggravated). Firearm used,"400 BLOCK OF WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Vandalism,09/29/2024 1:09 AM,Property Damage. Firearm used,"300 BLOCK OF LAWRENCE ST, KANSAS CITY, MO",39.05627,-94.6075173
Vandalism,09/29/2024 12:10 AM,Property Damage. Firearm used,"3900 BLOCK OF CLARK AVE, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/28/2024 10:10 PM,Assault (Non-Aggravated). Firearm used,"4000 BLOCK OF MILL ST, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/28/2024 10:03 PM,Domestic Violence Assault (Non-Aggravated). Firearm used,"3700 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/28/2024 5:00 PM,Stolen Auto. Firearm used,"4500 BLOCK OF GENESSEE ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/28/2024 4:00 PM,Stolen Auto. Firearm used,"800 BLOCK OF W 39TH TER, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/28/2024 3:17 PM,Stealing - Other. Firearm used,"1300 BLOCK OF W 47TH ST, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/28/2024 10:15 AM,Vehicular - Non-Injury Hit and Run. Firearm used,"300 BLOCK OF WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Burglary,09/28/2024 7:26 AM,Burglary (Non-Residential). Firearm used,"3200 BLOCK OF SOUTHWEST TRFY, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/28/2024 4:15 AM,Assault (Non-Aggravated). Firearm used,"4400 BLOCK OF WORNALL RD, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/28/2024 3:40 AM,Assault (Aggravated). Firearm used,"600 BLOCK OF W 43RD ST, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/28/2024 3:27 AM,Harassment / Intimidation - Domestic Violence. Firearm used,"PENNSYLVANIA AVE AND WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/28/2024 1:45 AM,Trespass of Real Property. Firearm used,"BROADWAY AND WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/28/2024 1:00 AM,Stolen Auto. Firearm used,"3500 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Vandalism,09/28/2024 12:58 AM,Property Damage. Firearm used,"4100 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/28/2024 12:42 AM,Alcohol Influence Report. Firearm used,"3900 BLOCK OF WYANDOTTE ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 11:00 PM,Stolen Auto. Firearm used,"W 39TH ST AND BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 10:00 PM,Stolen Auto. Firearm used,"3800 BLOCK OF CENTRAL ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 8:57 PM,Stealing - Shoplift. Firearm used,"4000 BLOCK OF MILL ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 7:30 PM,Stolen Auto. Firearm used,"4000 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 3:06 PM,Stealing from Auto (Theft from Auto). Firearm used,"W 47TH ST AND PENNSYLVANIA AVE, KANSAS CITY, MO",39.05627,-94.6075173
Vandalism,09/27/2024 11:10 AM,Property Damage. Firearm used,"4400 BLOCK OF WORNALL RD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/27/2024 2:12 AM,Stealing from Auto (Theft from Auto). Firearm used,"3600 BLOCK OF WYANDOTTE ST, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/27/2024 12:35 AM,Alcohol Influence Report. Firearm used,"W ARMOUR BLVD AND BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/27/2024 12:29 AM,Miscellaneous Investigation. Firearm used,"1300 BLOCK OF W 41ST ST, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/26/2024 8:49 PM,Assault (Non-Aggravated). Firearm used,"500 BLOCK OF WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/26/2024 7:52 PM,Stealing - Shoplift. Firearm used,"300 BLOCK OF WESTPORT RD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/26/2024 6:30 PM,Stealing from Building/Residence. Firearm used,"4600 BLOCK OF MILL CREEK PKWY, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/26/2024 12:00 PM,Stolen Auto. Firearm used,"4000 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/26/2024 9:04 AM,Sexual Misconduct. Firearm used,"3100 BLOCK OF COLEMAN RD, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/26/2024 7:08 AM,Trespass of Real Property. Firearm used,"4400 BLOCK OF WORNALL RD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/26/2024 1:12 AM,Stealing from Auto (Auto Part or Accessory). Firearm used,"3700 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/26/2024 12:00 AM,Stealing from Auto (Theft from Auto). Firearm used,"3800 BLOCK OF CENTRAL ST, KANSAS CITY, MO",39.05627,-94.6075173
Robbery,09/25/2024 5:52 PM,Robbery (Armed Street). Firearm used,"4200 BLOCK OF CLARK AVE, KANSAS CITY, MO",39.05627,-94.6075173
Arrest,09/25/2024 5:33 PM,State Warrant Arrest. Firearm used,"W 39TH ST AND WYANDOTTE ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/25/2024 5:30 PM,Stealing from Auto (Theft from Auto). Firearm used,"300 BLOCK OF LAWRENCE ST, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/25/2024 4:00 PM,Stolen Auto. Firearm used,"3400 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Burglary,09/25/2024 3:44 PM,Burglary (Residential). Firearm used,"3800 BLOCK OF CENTRAL ST, KANSAS CITY, MO",39.05627,-94.6075173
Arrest,09/25/2024 5:02 AM,State Warrant Arrest. Firearm used,"4400 BLOCK OF WORNALL RD, KANSAS CITY, MO",39.05627,-94.6075173
Assault,09/25/2024 12:00 AM,Assault (Non-Aggravated). Firearm used,"3900 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Theft,09/24/2024 5:30 PM,Stolen Auto. Firearm used,"3700 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Other,09/24/2024 2:38 PM,Trespass of Real Property. Firearm used,"4000 BLOCK OF BROADWAY BLVD, KANSAS CITY, MO",39.05627,-94.6075173
Robbery,10/03/2024 1:50 PM,AGGRAVATED ROBBERY-FROM PERSON. PREMISSES,"E 13TH ST N & N PIATT AVE, WICHITA, KS",37.7016,-97.3156
Burglary,10/03/2024 12:50 PM,SUSPICIOUS CHARACTER BURGLARY UNIT. PREMISSES,"300 BLOCK OF N MADISON AVE, WICHITA, KS",37.7016,-97.3156
Vandalism,10/03/2024 11:31 AM,DESTRUCTION OF PROPERTY DV. PREMISSES,"2100 BLOCK OF E 9TH ST N, WICHITA, KS",37.7016,-97.3156
Other,10/03/2024 11:14 AM,TRESPASS. PREMISSES,"2800 BLOCK OF E DOUGLAS AVE, WICHITA, KS",37.7016,-97.3156
Assault,10/03/2024 10:33 AM,INTIMIDATION. PREMISSES,"1300 BLOCK OF N CLEVELAND AVE, WICHITA, KS",37.7016,-97.3156
Other,10/03/2024 10:30 AM,MISC REPORT. PREMISSES,"1600 BLOCK OF E 3RD ST N, WICHITA, KS",37.7016,-97.3156
Other,10/03/2024 9:30 AM,TRESPASS. PREMISSES,"600 BLOCK OF N TOPEKA AVE, WICHITA, KS",37.7016,-97.3156
Arrest,10/03/2024 9:25 AM,UNLAWFUL POSSESSION OF MARIJUANA. PREMISSES,"2300 BLOCK OF E DOUGLAS AVE, WICHITA, KS",37.7016,-97.3156
Theft,10/03/2024 4:00 AM,LARCENY B AUTO ACCESSORIES. PREMISSES,"1400 BLOCK OF N EMPORIA AVE, WICHITA, KS",37.7016,-97.3156
Theft,10/03/2024 12:15 AM,LARCENY B SHOPLIFT. PREMISSES,"1000 BLOCK OF E DOUGLAS AVE, WICHITA, KS",37.7016,-97.3156
Vandalism,10/02/2024 8:01 PM,DESTRUCT TO AUTO. PREMISSES,"2400 BLOCK OF E 16TH ST N, WICHITA, KS",37.7016,-97.3156
Other,10/02/2024 8:01 PM,FOUND MISC PROPERTY. PREMISSES,"500 BLOCK OF N HILLSIDE AVE, WICHITA, KS",37.7016,-97.3156
Other,10/02/2024 7:45 PM,MISC REPORT. PREMISSES,"2100 BLOCK OF E 9TH ST N, WICHITA, KS",37.7016,-97.3156
Other,10/05/2024 10:59 PM,Disorderly Subject. Event #,"200 BLOCK OF N COLLEGE AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 9:26 PM,Suspicious Situation. Event #,"500 BLOCK OF N 11TH ST, Salina, KS",38.8322921,-97.6103762526024
Burglary,10/05/2024 9:15 PM,Burglary. Event #,"600 BLOCK OF VIEMONT AVE, Salina, KS",38.8322921,-97.6103762526024
Theft,10/05/2024 8:26 PM,Theft. Event #,"100 BLOCK OF W ELM ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 8:15 PM,Disturbing the Peace. Event #,"400 BLOCK OF E PRESCOTT AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 7:57 PM,Disorderly Subject. Event #,"100 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 7:52 PM,Suspicious Situation. Event #,"100 BLOCK OF S BROADWAY BLVD, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 7:03 PM,Suspicious Situation. Event #,"300 BLOCK OF S COLLEGE AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 1:51 PM,Disorderly Subject. Event #,"300 BLOCK OF S BROADWAY BLVD, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 1:08 PM,Suspicious Situation. Event #,"300 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 11:40 AM,Disturbances. Event #,"300 BLOCK OF W KIRWIN AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 10:12 AM,Disturbing the Peace. Event #,"300 BLOCK OF W KIRWIN AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/05/2024 9:37 AM,Domestic. Event #,"300 BLOCK OF S COLLEGE AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 11:53 PM,Suspicious Situation. Event #,"700 BLOCK OF E REPUBLIC AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 11:21 PM,Suspicious Situation. Event #,"800 BLOCK OF S 11TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 11:18 PM,Suspicious Situation. Event #,"200 BLOCK OF N 10TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 11:04 PM,Disorderly Subject. Event #,"200 BLOCK OF N 10TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 9:21 PM,Trespassing. Event #,"100 BLOCK OF W BOND ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 9:11 PM,Disorderly Subject. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 9:01 PM,Suspicious Situation. Event #,"800 BLOCK OF S 11TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 6:16 PM,Domestic. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 1:43 PM,Domestic. Event #,"1200 BLOCK OF W REPUBLIC AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 12:19 PM,Suspicious Situation. Event #,"900 BLOCK OF W REPUBLIC AVE, Salina, KS",38.8322921,-97.6103762526024
Assault,10/04/2024 11:55 AM,"Assault, Simple. Event #","100 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 11:40 AM,Disturbing the Peace. Event #,"300 BLOCK OF W KIRWIN AVE, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 10:55 AM,Miscelleanous Criminal Offense. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 10:17 AM,Miscelleanous Criminal Offense. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Vandalism,10/04/2024 9:52 AM,Damage to Property. Event #,"500 BLOCK OF N 11TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 9:33 AM,Disorderly Subject. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 9:02 AM,Miscelleanous Criminal Offense. Event #,"100 BLOCK OF S 3RD ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 8:52 AM,Disorderly Subject. Event #,"200 BLOCK OF N 10TH ST, Salina, KS",38.8322921,-97.6103762526024
Theft,10/04/2024 4:44 AM,Theft. Event #,"100 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,10/04/2024 3:45 AM,Domestic. Event #,"100 BLOCK OF S COLLEGE AVE, Salina, KS",38.8322921,-97.6103762526024
Assault,10/04/2024 3:05 AM,"Assault, Simple. Event #","100 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
